ticker,sector,entry_date,exit_date,entry_price,exit_price,return,holding_days,model_alpha,pre_opportunity,entry_rank,exit_reason
SEDG,Information Technology,2025-10-01,2025-10-29,38.619998931884766,36.29999923706055,-0.060072495054079855,20,0.04554427042603493,0.44285698205847845,3,max_hold_days
PARR,Energy,2025-10-28,2025-11-25,39.63999938964844,45.0,0.13521697005250877,20,0.08283456414937973,0.42856108189675746,1,max_hold_days
WDC,Information Technology,2025-10-28,2025-11-25,124.75991821289062,155.2108612060547,0.24407633019767205,20,0.08208067715167999,0.4860876300604453,2,max_hold_days
PBF,Energy,2025-10-28,2025-11-25,32.284088134765625,34.16017150878906,0.05811170401319621,20,0.07890888303518295,0.4282353288058853,3,max_hold_days
CIEN,Information Technology,2025-10-29,2025-11-26,189.27000427246094,200.2899932861328,0.05822364223021936,20,0.09174126386642456,0.43820122449216486,1,max_hold_days
COHR,Information Technology,2025-10-29,2025-11-26,138.05999755859375,154.0,0.11545706738580219,20,0.08321259170770645,0.44175497513645634,2,max_hold_days
LITE,Information Technology,2025-10-29,2025-11-26,214.27999877929688,308.2799987792969,0.43867836725544174,20,0.07260923832654953,0.444345815626198,3,max_hold_days
ACMR,Information Technology,2025-11-25,2025-12-23,33.099998474121094,39.880001068115234,0.2048339246690607,20,0.16392162442207336,0.40354263973054133,1,max_hold_days
CENX,Materials,2025-11-25,2025-12-23,28.479999542236328,38.970001220703125,0.36832871654053023,20,0.16192425787448883,0.4720725248629691,2,max_hold_days
ALGT,Industrials,2025-11-25,2025-12-23,72.51000213623047,83.25,0.14811746720943986,20,0.09197945892810822,0.4239403458617044,3,max_hold_days
HL,Materials,2025-11-26,2025-12-24,15.966867446899414,19.82611083984375,0.24170322737248995,20,0.17374107241630554,0.4063574156876882,1,max_hold_days
WDC,Information Technology,2025-11-26,2025-12-24,157.5378875732422,179.47410583496094,0.1392440802630428,20,0.09270375221967697,0.42057248020694854,2,max_hold_days
AMKR,Information Technology,2025-11-26,2025-12-24,34.78118896484375,40.68204116821289,0.16965642575742956,20,0.06304066628217697,0.4410804497030464,3,max_hold_days
AMR,Materials,2025-12-23,2026-01-20,208.74000549316406,232.8699951171875,0.11559829926714094,20,0.1362329125404358,0.4139042883068309,1,max_hold_days
CIEN,Information Technology,2025-12-23,2026-01-20,240.2899932861328,241.2100067138672,0.003828762967415189,20,0.10003207623958588,0.41930716440879423,2,max_hold_days
ALB,Materials,2025-12-23,2026-01-20,146.3374786376953,172.11361694335938,0.17614174130662064,20,0.08816118538379669,0.40981114403022656,3,max_hold_days
CENX,Materials,2025-12-24,2026-01-21,39.310001373291016,47.75,0.21470359531565664,20,0.2038482427597046,0.41883198783334386,1,max_hold_days
ALGT,Industrials,2025-12-24,2026-01-21,84.63999938964844,90.61000061035156,0.07053404139595565,20,0.10839693248271942,0.44875586794025896,2,max_hold_days
RUN,Industrials,2025-12-24,2026-01-21,20.15999984741211,17.81999969482422,-0.11607143701879896,20,0.07526402175426483,0.45810478581911696,3,max_hold_days
ICHR,Information Technology,2026-01-20,2026-02-17,30.56999969482422,47.06999969482422,0.5397448532782811,20,0.35381555557250977,0.4090340885849986,1,max_hold_days
LITE,Information Technology,2026-01-20,2026-02-17,356.8299865722656,600.4199829101562,0.6826500168268748,20,0.3051341474056244,0.48169332260069264,2,max_hold_days
WDC,Information Technology,2026-01-20,2026-02-17,222.86334228515625,283.97406005859375,0.2742071313605521,20,0.274684876203537,0.4172639457377359,3,max_hold_days
TTMI,Information Technology,2026-01-21,2026-02-18,99.87000274658203,93.97000122070312,-0.05907681349373772,20,0.23007847368717194,0.4125678215540516,1,max_hold_days
FORM,Information Technology,2026-01-21,2026-02-18,83.45999908447266,94.68000030517578,0.13443567390106237,20,0.218252032995224,0.4123716459929739,2,max_hold_days
MKSI,Information Technology,2026-01-21,2026-02-18,220.5171661376953,250.11859130859375,0.13423637574053848,20,0.207222580909729,0.41157367974660103,3,max_hold_days
TPL,Energy,2026-02-17,2026-03-17,425.9320068359375,529.1799926757812,0.24240485378600174,20,0.12312919646501541,0.5036261212544637,1,max_hold_days
CENX,Materials,2026-02-17,2026-03-17,48.88999938964844,56.4900016784668,0.1554510612333433,20,0.11359629034996033,0.5193445236642618,2,max_hold_days
AGX,Industrials,2026-02-17,2026-03-17,406.5494384765625,473.2452087402344,0.16405328344222236,20,0.11274459213018417,0.45004913541143043,3,max_hold_days
SNDK,Information Technology,2026-02-18,2026-03-18,600.4000244140625,753.6900024414062,0.25531307760512045,20,0.113405242562294,0.42395293397369593,1,max_hold_days
MU,Information Technology,2026-02-18,2026-03-18,420.77325439453125,461.5361328125,0.09687611556163245,20,0.10910804569721222,0.4424952051598752,2,max_hold_days
CIEN,Information Technology,2026-02-18,2026-03-18,310.9599914550781,385.260009765625,0.23893754937049638,20,0.0924396961927414,0.406646039464025,3,max_hold_days
ICHR,Information Technology,2026-03-17,2026-04-14,47.619998931884766,64.01000213623047,0.34418319134760633,20,0.20494596660137177,0.4176409826923869,1,max_hold_days
CC,Materials,2026-03-17,2026-04-14,18.989999771118164,22.889999389648438,0.20537123041263916,20,0.20138590037822723,0.4725710395405989,2,max_hold_days
LITE,Information Technology,2026-03-17,2026-04-14,649.5599975585938,852.7899780273438,0.3128733007460447,20,0.18047626316547394,0.428349999445083,3,max_hold_days
UCTT,Information Technology,2026-03-18,2026-04-15,59.36000061035156,76.08000183105469,0.28167117669785524,20,0.16739493608474731,0.4270136017092099,1,max_hold_days
CENX,Materials,2026-03-18,2026-04-15,55.34000015258789,64.08999633789062,0.15811341093560793,20,0.16315586864948273,0.4366515155466081,2,max_hold_days
FORM,Information Technology,2026-03-18,2026-04-15,96.18000030517578,129.6199951171875,0.34768137560727586,20,0.14930497109889984,0.427828460594431,3,max_hold_days
TALO,Energy,2026-04-14,2026-05-12,14.260000228881836,15.350000381469727,0.07643759713132625,20,0.21284665167331696,0.5171901815168094,1,max_hold_days
PTEN,Energy,2026-04-14,2026-05-12,9.880000114440918,12.0600004196167,0.22064780161180608,20,0.20224906504154205,0.5258342702163656,2,max_hold_days
SM,Energy,2026-04-14,2026-05-12,27.649999618530273,31.350000381469727,0.13381558097598711,20,0.19530391693115234,0.49968410258351803,3,max_hold_days
MXL,Information Technology,2026-06-08,2026-06-15,79.2699966430664,88.76000213623047,0.11971749583761504,5,0.3029157817363739,0.4781675949108293,1,open_at_end
SMCI,Information Technology,2026-06-08,2026-06-15,43.9900016784668,43.9900016784668,0.0,5,0.2986910045146942,0.44728628688286154,2,open_at_end
INTC,Information Technology,2026-06-08,2026-06-15,110.2699966430664,127.86000061035156,0.15951758867121701,5,0.22528259456157684,0.4861554007102209,3,open_at_end
CC,Materials,2026-06-08,2026-06-15,20.860000610351562,22.43000030517578,0.07526364568010235,5,0.21274910867214203,0.42499947536600724,4,open_at_end
SLAB,Information Technology,2026-06-08,2026-06-15,218.1999969482422,220.33999633789062,0.009807513380286847,5,0.18043994903564453,0.43958648129317845,5,open_at_end
TDC,Information Technology,2026-06-08,2026-06-15,33.70000076293945,33.619998931884766,-0.002373941520579015,5,0.14607198536396027,0.4622431064750776,6,open_at_end
