scan_date,equity,cash,positions,holdings
2025-08-22,1.417044992921767,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-25,1.409990880855959,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-26,1.4460282066097503,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-27,1.4618944576406134,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-28,1.4732147619648261,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-08-29,1.4499114628934462,0.0,6,"CVI, KTOS, ACLS, VSAT, EMR, ACMR"
2025-09-02,1.4439181795735125,0.02171396644302359,6,"VSAT, EMR, ACMR, CIEN, CENX, RUN"
2025-09-03,1.4390059112962579,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-04,1.4924958915059947,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-05,1.535959868641444,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-08,1.5534085005769742,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-09,1.5730360032099058,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-10,1.608526590552767,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-11,1.6480769742381414,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-12,1.659841634138385,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-15,1.6948720705065223,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-16,1.7015136922919594,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-17,1.6899061612785906,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-18,1.709934800357798,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-19,1.7219824276878004,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
2025-09-22,1.752820206885584,0.0,6,"CIEN, CENX, RUN, CC, HL, CVI"
